Periodo,Estado,Clave SIINAH,Tipo de sitio,Centro de trabajo,Tipo de visitantes,Nacionalidad,NÃºmero de visitas
01/08/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,17765
01/08/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Discapacitados,Nacional,119
01/08/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada dominical,Nacional,106012
01/08/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel bÃ¡sico,Nacional,17899
01/08/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel superior,Nacional,2624
01/08/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,"Tercera edad, pensionados y jubilados",Nacional,3309
01/08/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,6232
01/08/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,40865
01/08/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Discapacitados,Nacional,902
01/08/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada dominical,Nacional,70579
01/08/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Estudiantes nivel bÃ¡sico,Nacional,40891
01/08/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Estudiantes nivel superior,Nacional,56044
01/08/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Profesores,Nacional,13898
01/08/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,"Tercera edad, pensionados y jubilados",Nacional,19656
01/08/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Discapacitados,Nacional,36
01/08/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada dominical,Nacional,3929
01/08/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Extranjeros,1944
01/08/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,5578
01/08/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Estudiantes nivel bÃ¡sico,Nacional,1561
01/08/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Estudiantes nivel superior,Nacional,2536
01/08/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Profesores,Nacional,8
01/08/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,"Tercera edad, pensionados y jubilados",Nacional,1295
01/08/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Trabajadores INAH,Nacional,448
01/08/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,77
01/08/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,424
01/08/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Discapacitados,Nacional,18
01/08/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada dominical,Nacional,2683
01/08/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Estudiantes nivel bÃ¡sico,Nacional,555
01/08/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Estudiantes nivel superior,Nacional,1617
01/08/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Profesores,Nacional,146
01/08/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,"Tercera edad, pensionados y jubilados",Nacional,1610
01/08/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Trabajadores INAH,Nacional,22
01/08/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Extranjeros,26
01/08/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Nacional,1448
01/08/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Discapacitados,Nacional,13
01/08/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada dominical,Nacional,5633
01/08/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada sin costo,Nacional,3552
01/08/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Estudiantes nivel bÃ¡sico,Nacional,2207
01/08/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Estudiantes nivel superior,Nacional,2259
01/08/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Profesores,Nacional,311
01/08/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,"Tercera edad, pensionados y jubilados",Nacional,409
01/08/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,144
01/08/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,590
01/08/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Discapacitados,Nacional,2
01/08/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada dominical,Nacional,2980
01/08/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Estudiantes nivel bÃ¡sico,Nacional,525
01/08/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Estudiantes nivel superior,Nacional,495
01/08/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Profesores,Nacional,10
01/08/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,"Tercera edad, pensionados y jubilados",Nacional,46
01/08/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Trabajadores INAH,Nacional,39
01/08/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,6331
01/08/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,9137
01/08/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Discapacitados,Nacional,358
01/08/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada dominical,Nacional,21267
01/08/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel bÃ¡sico,Nacional,9564
01/08/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel superior,Nacional,9601
01/08/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Profesores,Nacional,878
01/08/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,"Tercera edad, pensionados y jubilados",Nacional,1288
01/08/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Trabajadores INAH,Nacional,168
01/08/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,18
01/08/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,83
01/08/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Discapacitados,Nacional,2
01/08/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada dominical,Nacional,184
01/08/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,258
01/08/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel bÃ¡sico,Nacional,37
01/08/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel superior,Nacional,101
01/08/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Profesores,Nacional,26
01/08/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,"Tercera edad, pensionados y jubilados",Nacional,44
01/08/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Trabajadores INAH,Nacional,131
01/08/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Discapacitados,Nacional,35
01/08/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada dominical,Nacional,2262
01/08/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Extranjeros,6
01/08/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,2200
01/08/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Estudiantes nivel bÃ¡sico,Nacional,722
01/08/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Estudiantes nivel superior,Nacional,289
01/08/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Profesores,Nacional,77
01/08/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista","Tercera edad, pensionados y jubilados",Nacional,512
01/08/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Trabajadores INAH,Nacional,17
01/09/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,17999
01/09/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,13323
01/09/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Discapacitados,Nacional,97
01/09/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada dominical,Nacional,225028
01/09/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel bÃ¡sico,Nacional,19325
01/09/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel superior,Nacional,3004
01/09/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,"Tercera edad, pensionados y jubilados",Nacional,2456
01/09/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,5737
01/09/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,20699
01/09/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Discapacitados,Nacional,349
01/09/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada dominical,Nacional,69296
01/09/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Estudiantes nivel bÃ¡sico,Nacional,18354
01/09/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Estudiantes nivel superior,Nacional,23087
01/09/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Profesores,Nacional,4994
01/09/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,"Tercera edad, pensionados y jubilados",Nacional,6676
01/09/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Discapacitados,Nacional,33
01/09/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada dominical,Nacional,7117
01/09/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Extranjeros,2109
01/09/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,7087
01/09/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Estudiantes nivel bÃ¡sico,Nacional,5019
01/09/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Estudiantes nivel superior,Nacional,5776
01/09/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Profesores,Nacional,11
01/09/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,"Tercera edad, pensionados y jubilados",Nacional,1692
01/09/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Trabajadores INAH,Nacional,26
01/09/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,34
01/09/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,458
01/09/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Discapacitados,Nacional,5
01/09/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada dominical,Nacional,1425
01/09/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada sin costo,Extranjeros,8
01/09/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Estudiantes nivel bÃ¡sico,Nacional,1017
01/09/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Estudiantes nivel superior,Nacional,1882
01/09/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Profesores,Nacional,131
01/09/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,"Tercera edad, pensionados y jubilados",Nacional,302
01/09/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Trabajadores INAH,Nacional,6
01/09/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Extranjeros,49
01/09/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Nacional,1063
01/09/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Discapacitados,Nacional,11
01/09/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada dominical,Nacional,9730
01/09/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada sin costo,Nacional,4899
01/09/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Estudiantes nivel bÃ¡sico,Nacional,2109
01/09/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Estudiantes nivel superior,Nacional,4500
01/09/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Profesores,Nacional,122
01/09/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,"Tercera edad, pensionados y jubilados",Nacional,176
01/09/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Trabajadores INAH,Nacional,2
01/09/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,61
01/09/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,246
01/09/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Discapacitados,Nacional,1
01/09/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada dominical,Nacional,3088
01/09/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Estudiantes nivel bÃ¡sico,Nacional,250
01/09/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Estudiantes nivel superior,Nacional,495
01/09/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Profesores,Nacional,31
01/09/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,"Tercera edad, pensionados y jubilados",Nacional,320
01/09/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Trabajadores INAH,Nacional,20
01/09/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,4628
01/09/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,4374
01/09/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Discapacitados,Nacional,188
01/09/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada dominical,Nacional,30772
01/09/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel bÃ¡sico,Nacional,5780
01/09/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel superior,Nacional,4758
01/09/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Profesores,Nacional,655
01/09/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,"Tercera edad, pensionados y jubilados",Nacional,716
01/09/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Trabajadores INAH,Nacional,67
01/09/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,12
01/09/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,96
01/09/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Discapacitados,Nacional,3
01/09/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada dominical,Nacional,216
01/09/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,71
01/09/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel bÃ¡sico,Nacional,55
01/09/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel superior,Nacional,99
01/09/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Profesores,Nacional,6
01/09/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,"Tercera edad, pensionados y jubilados",Nacional,45
01/09/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Trabajadores INAH,Nacional,115
01/09/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Discapacitados,Nacional,17
01/09/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada dominical,Nacional,1033
01/09/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Extranjeros,5
01/09/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,2100
01/09/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Estudiantes nivel bÃ¡sico,Nacional,244
01/09/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Estudiantes nivel superior,Nacional,168
01/09/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Profesores,Nacional,28
01/09/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista","Tercera edad, pensionados y jubilados",Nacional,153
01/09/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Trabajadores INAH,Nacional,1
01/10/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,19816
01/10/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,14383
01/10/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Discapacitados,Nacional,88
01/10/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada dominical,Nacional,202726
01/10/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel bÃ¡sico,Nacional,21209
01/10/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel superior,Nacional,3014
01/10/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,"Tercera edad, pensionados y jubilados",Nacional,2738
01/10/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,6041
01/10/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,20387
01/10/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Discapacitados,Nacional,589
