Periodo,Estado,Clave SIINAH,Tipo de sitio,Centro de trabajo,Tipo de visitantes,Nacionalidad,NÃºmero de visitas
01/04/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Trabajadores INAH,Nacional,29
01/05/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,20472
01/05/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,10094
01/05/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Discapacitados,Nacional,102
01/05/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada dominical,Nacional,92272
01/05/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel bÃ¡sico,Nacional,16420
01/05/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel superior,Nacional,3367
01/05/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,"Tercera edad, pensionados y jubilados",Nacional,2061
01/05/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,6341
01/05/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,21633
01/05/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Discapacitados,Nacional,554
01/05/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada dominical,Nacional,46283
01/05/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Estudiantes nivel bÃ¡sico,Nacional,13727
01/05/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Estudiantes nivel superior,Nacional,29278
01/05/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Profesores,Nacional,4631
01/05/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,"Tercera edad, pensionados y jubilados",Nacional,9135
01/05/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Trabajadores INAH,Nacional,1
01/05/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Discapacitados,Nacional,65
01/05/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada dominical,Nacional,5257
01/05/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Extranjeros,1999
01/05/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,5108
01/05/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Estudiantes nivel bÃ¡sico,Nacional,4081
01/05/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Estudiantes nivel superior,Nacional,4283
01/05/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Profesores,Nacional,152
01/05/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,"Tercera edad, pensionados y jubilados",Nacional,1259
01/05/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Trabajadores INAH,Nacional,53
01/05/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,83
01/05/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,712
01/05/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Discapacitados,Nacional,5
01/05/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada dominical,Nacional,1857
01/05/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Estudiantes nivel bÃ¡sico,Nacional,2066
01/05/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Estudiantes nivel superior,Nacional,2216
01/05/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Profesores,Nacional,162
01/05/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,"Tercera edad, pensionados y jubilados",Nacional,577
01/05/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Trabajadores INAH,Nacional,19
01/05/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Extranjeros,29
01/05/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Nacional,1178
01/05/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Discapacitados,Nacional,5
01/05/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada dominical,Nacional,5855
01/05/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Estudiantes nivel bÃ¡sico,Nacional,2555
01/05/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Estudiantes nivel superior,Nacional,4678
01/05/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Profesores,Nacional,157
01/05/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,"Tercera edad, pensionados y jubilados",Nacional,156
01/05/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Trabajadores INAH,Nacional,10
01/05/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,72
01/05/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,322
01/05/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada dominical,Nacional,2891
01/05/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Estudiantes nivel bÃ¡sico,Nacional,334
01/05/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Estudiantes nivel superior,Nacional,459
01/05/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Profesores,Nacional,59
01/05/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,"Tercera edad, pensionados y jubilados",Nacional,173
01/05/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Trabajadores INAH,Nacional,20
01/05/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,5558
01/05/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,5516
01/05/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Discapacitados,Nacional,97
01/05/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada dominical,Nacional,21040
01/05/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel bÃ¡sico,Nacional,5022
01/05/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel superior,Nacional,7007
01/05/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Profesores,Nacional,229
01/05/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,"Tercera edad, pensionados y jubilados",Nacional,682
01/05/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Trabajadores INAH,Nacional,146
01/05/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,18
01/05/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,202
01/05/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Discapacitados,Nacional,6
01/05/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada dominical,Nacional,1041
01/05/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,940
01/05/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel bÃ¡sico,Nacional,305
01/05/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel superior,Nacional,294
01/05/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Profesores,Nacional,42
01/05/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,"Tercera edad, pensionados y jubilados",Nacional,91
01/05/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Trabajadores INAH,Nacional,52
01/05/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Discapacitados,Nacional,68
01/05/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada dominical,Nacional,2495
01/05/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Extranjeros,109
01/05/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,8735
01/05/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Estudiantes nivel bÃ¡sico,Nacional,847
01/05/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Estudiantes nivel superior,Nacional,568
01/05/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Profesores,Nacional,175
01/05/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista","Tercera edad, pensionados y jubilados",Nacional,888
01/05/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Trabajadores INAH,Nacional,38
01/06/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,21438
01/06/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,14922
01/06/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Discapacitados,Nacional,98
01/06/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada dominical,Nacional,39055
01/06/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel bÃ¡sico,Nacional,14989
01/06/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel superior,Nacional,2601
01/06/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,"Tercera edad, pensionados y jubilados",Nacional,2301
01/06/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,6661
01/06/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,26266
01/06/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Discapacitados,Nacional,501
01/06/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada dominical,Nacional,55311
01/06/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Estudiantes nivel bÃ¡sico,Nacional,16829
01/06/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Estudiantes nivel superior,Nacional,33966
01/06/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Profesores,Nacional,5449
01/06/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,"Tercera edad, pensionados y jubilados",Nacional,10193
01/06/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Discapacitados,Nacional,77
01/06/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada dominical,Nacional,1124
01/06/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Extranjeros,1548
01/06/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,4550
01/06/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Estudiantes nivel bÃ¡sico,Nacional,3184
01/06/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Estudiantes nivel superior,Nacional,3753
01/06/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Profesores,Nacional,93
01/06/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,"Tercera edad, pensionados y jubilados",Nacional,1520
01/06/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Trabajadores INAH,Nacional,80
01/06/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,104
01/06/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,476
01/06/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Discapacitados,Nacional,15
01/06/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada dominical,Nacional,1470
01/06/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Estudiantes nivel bÃ¡sico,Nacional,1127
01/06/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Estudiantes nivel superior,Nacional,1580
01/06/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Profesores,Nacional,108
01/06/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,"Tercera edad, pensionados y jubilados",Nacional,455
01/06/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Trabajadores INAH,Nacional,23
01/06/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Extranjeros,56
01/06/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Nacional,2643
01/06/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Discapacitados,Nacional,54
01/06/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada dominical,Nacional,13127
01/06/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada sin costo,Nacional,7635
01/06/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Estudiantes nivel bÃ¡sico,Nacional,4658
01/06/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Estudiantes nivel superior,Nacional,4963
01/06/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Profesores,Nacional,338
01/06/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,"Tercera edad, pensionados y jubilados",Nacional,357
01/06/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Trabajadores INAH,Nacional,10
01/06/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,93
01/06/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,363
01/06/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada dominical,Nacional,2879
01/06/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Estudiantes nivel bÃ¡sico,Nacional,379
01/06/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Estudiantes nivel superior,Nacional,259
01/06/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Profesores,Nacional,7
01/06/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,"Tercera edad, pensionados y jubilados",Nacional,294
01/06/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Trabajadores INAH,Nacional,5
01/06/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,6292
01/06/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,6803
01/06/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Discapacitados,Nacional,225
01/06/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada dominical,Nacional,19217
01/06/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel bÃ¡sico,Nacional,6427
01/06/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel superior,Nacional,6463
01/06/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Profesores,Nacional,506
01/06/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,"Tercera edad, pensionados y jubilados",Nacional,810
01/06/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Trabajadores INAH,Nacional,143
01/06/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,6
01/06/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,77
01/06/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Discapacitados,Nacional,7
01/06/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada dominical,Nacional,654
01/06/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,489
01/06/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel bÃ¡sico,Nacional,473
01/06/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel superior,Nacional,322
01/06/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Profesores,Nacional,67
01/06/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,"Tercera edad, pensionados y jubilados",Nacional,70
01/06/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Trabajadores INAH,Nacional,45
01/06/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Discapacitados,Nacional,39
01/06/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada dominical,Nacional,1405
01/06/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Extranjeros,79
01/06/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,3120
01/06/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Estudiantes nivel bÃ¡sico,Nacional,709
01/06/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Estudiantes nivel superior,Nacional,749
01/06/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Profesores,Nacional,113
01/06/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista","Tercera edad, pensionados y jubilados",Nacional,1087
01/06/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Trabajadores INAH,Nacional,30
01/07/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,20871
01/07/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,16849
01/07/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Discapacitados,Nacional,75
01/07/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada dominical,Nacional,17155
01/07/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel bÃ¡sico,Nacional,12971
01/07/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel superior,Nacional,2243
01/07/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,"Tercera edad, pensionados y jubilados",Nacional,2044
01/07/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,6137
01/07/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,36282
01/07/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Discapacitados,Nacional,1098
01/07/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada dominical,Nacional,65003
01/07/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Estudiantes nivel bÃ¡sico,Nacional,30191
01/07/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Estudiantes nivel superior,Nacional,48580
01/07/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Profesores,Nacional,7245
01/07/2017,Ciudad de México,2100200,Museo,Museo Nacional de Historia,"Tercera edad, pensionados y jubilados",Nacional,20017
01/07/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Discapacitados,Nacional,68
01/07/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada dominical,Nacional,1760
01/07/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Extranjeros,2878
01/07/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,4911
01/07/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Estudiantes nivel bÃ¡sico,Nacional,1887
01/07/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Estudiantes nivel superior,Nacional,3338
01/07/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Profesores,Nacional,78
01/07/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,"Tercera edad, pensionados y jubilados",Nacional,1594
01/07/2017,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Trabajadores INAH,Nacional,102
01/07/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,122
01/07/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,420
01/07/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Discapacitados,Nacional,3
01/07/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada dominical,Nacional,1370
01/07/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Estudiantes nivel bÃ¡sico,Nacional,553
01/07/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Estudiantes nivel superior,Nacional,1081
01/07/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Profesores,Nacional,178
01/07/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,"Tercera edad, pensionados y jubilados",Nacional,739
01/07/2017,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Trabajadores INAH,Nacional,5
01/07/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Extranjeros,35
01/07/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Nacional,2150
01/07/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Discapacitados,Nacional,8
01/07/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada dominical,Nacional,9209
01/07/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada sin costo,Nacional,5686
01/07/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Estudiantes nivel bÃ¡sico,Nacional,3255
01/07/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Estudiantes nivel superior,Nacional,3560
01/07/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Profesores,Nacional,546
01/07/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,"Tercera edad, pensionados y jubilados",Nacional,507
01/07/2017,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Trabajadores INAH,Nacional,3
01/07/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,137
01/07/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,579
01/07/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Discapacitados,Nacional,1
01/07/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada dominical,Nacional,4819
01/07/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Estudiantes nivel bÃ¡sico,Nacional,488
01/07/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Estudiantes nivel superior,Nacional,676
01/07/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Profesores,Nacional,165
01/07/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,"Tercera edad, pensionados y jubilados",Nacional,466
01/07/2017,Ciudad de México,2200200,Museo,Museo de El Carmen,Trabajadores INAH,Nacional,41
01/07/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,7690
01/07/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,10810
01/07/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Discapacitados,Nacional,310
01/07/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada dominical,Nacional,27520
01/07/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel bÃ¡sico,Nacional,9357
01/07/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel superior,Nacional,10329
01/07/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Profesores,Nacional,664
01/07/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,"Tercera edad, pensionados y jubilados",Nacional,1016
01/07/2017,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Trabajadores INAH,Nacional,122
01/07/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,9
01/07/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,315
01/07/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Discapacitados,Nacional,4
01/07/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada dominical,Nacional,266
01/07/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,273
01/07/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel bÃ¡sico,Nacional,31
01/07/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel superior,Nacional,94
01/07/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Profesores,Nacional,41
01/07/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,"Tercera edad, pensionados y jubilados",Nacional,70
01/07/2017,Ciudad de México,2600100,Museo,Museo Casa Carranza,Trabajadores INAH,Nacional,130
01/07/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Discapacitados,Nacional,4
01/07/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada dominical,Nacional,2331
01/07/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Extranjeros,15
01/07/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,2805
01/07/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Estudiantes nivel bÃ¡sico,Nacional,663
01/07/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Estudiantes nivel superior,Nacional,165
01/07/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Profesores,Nacional,94
01/07/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista","Tercera edad, pensionados y jubilados",Nacional,445
01/07/2017,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Trabajadores INAH,Nacional,6
01/08/2017,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,23261
